trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,number of distractors,fixation.started,Target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
57,0,57,0,10,106.73720519299968,106.73720519299968,0.0431782759987982,[0.13444444444444445],[-0.4577777777777778],[1],[0],[0],[1.6389019429989276],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
58,0,58,0,5,108.39650204399368,108.39650204399368,0.02411886500340188,[-0.45555555555555555],[-0.2777777777777778],[1],[0],[0],[1.516675746999681],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
59,0,59,0,5,109.94319134699617,109.94319134699617,0.02335004199994728,[-0.39666666666666667],[-0.17444444444444446],[1],[0],[0],[1.0330468879983528],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
60,0,60,0,5,111.00856062799721,111.00856062799721,0.02521422499557957,[0.37444444444444447],[0.5],[1],[0],[0],[1.447394142000121],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
61,0,61,0,10,112.51282050399459,112.51282050399459,0.044538269998156466,[0.31444444444444447],[0.19333333333333333],[1],[0],[0],[1.2024339320050785],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
62,0,62,0,10,113.77176710899948,113.77176710899948,0.043759870997746475,[0.05555555555555555],[-0.17222222222222222],[1],[0],[0],[1.0548750960006146],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
63,0,63,0,5,114.844723229995,114.844723229995,0.02372309099882841,[-0.3988888888888889],[-0.12777777777777777],[1],[0],[0],[0.9906194269933621],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
64,0,64,0,10,115.89627848399687,115.89627848399687,0.04356438999820966,[0.3411111111111111],[-0.3477777777777778],[1],[0],[0],[1.476839625996945],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
65,0,65,0,5,117.39113058200019,117.39113058200019,0.023020653999992646,"[-0.0022222222222222222, 0.015555555555555555]","[-0.32222222222222224, -0.32222222222222224]","[1, 1]","[0, 0]","[0, 0]","[1.0289168009985588, 1.7572491870014346]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
66,0,66,0,5,119.1810036589959,119.1810036589959,0.025299695000285283,[0.1288888888888889],[0.4222222222222222],[1],[0],[0],[1.3195881359933992],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
67,0,67,0,5,120.53190308599733,120.53190308599733,0.024441068999294657,[0.31333333333333335],[0.15777777777777777],[1],[0],[0],[1.0742853809933877],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
68,0,68,0,10,121.67290681899613,121.67290681899613,0.045038007003313396,[-0.05444444444444444],[0.07111111111111111],[1],[0],[0],[1.0764099519947194],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
69,0,69,0,10,122.79130878399883,122.79130878399883,0.04271975700248731,[0.3566666666666667],[0.09222222222222222],[1],[0],[0],[1.5407387149971328],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
70,0,70,0,5,124.35502874699887,124.35502874699887,0.022983354996540584,[-0.1511111111111111],[0.43],[1],[0],[0],[1.2252927790032118],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
71,0,71,0,10,125.63936930299678,125.63936930299678,0.0461803130019689,"[-0.12111111111111111, -0.12555555555555556]","[-0.27666666666666667, -0.24888888888888888]","[1, 1]","[0, 0]","[0, 0]","[1.423049192999315, 2.073548916996515]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
72,0,72,0,5,127.73874380399502,127.73874380399502,0.02540910000243457,[0.42],[0.24333333333333335],[1],[0],[0],[1.2544328389994917],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
73,0,73,0,10,129.05362574299943,129.05362574299943,0.04251558599935379,[0.024444444444444446],[-0.3811111111111111],[1],[0],[0],[2.26068171299994],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
74,0,74,0,10,131.3880258989957,131.3880258989957,0.06078836799861165,[-0.10666666666666667],[0.18666666666666668],[1],[0],[0],[1.391571815001953],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
75,0,75,0,10,132.82387528499385,132.82387528499385,0.04155310600617668,[-0.058888888888888886],[0.44222222222222224],[1],[0],[0],[1.3073831820001942],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
76,0,76,0,10,134.1851898879977,134.1851898879977,0.04305584700341569,[-0.4266666666666667],[-0.38222222222222224],[1],[0],[0],[2.1318728539990843],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
77,0,77,0,10,136.36001578099967,136.36001578099967,0.04269110300083412,[0.012222222222222223],[0.4411111111111111],[1],[0],[0],[1.5029083879999234],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
78,0,78,0,5,137.88729193699692,137.88729193699692,0.022383995004929602,[0.27],[0.08333333333333333],[1],[0],[0],[1.2526381330026197],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
79,0,79,0,10,139.19627867399686,139.19627867399686,0.04380983800365357,[0.4677777777777778],[0.05333333333333334],[1],[0],[0],[1.8461871760009672],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
80,0,80,0,5,141.06743083599576,141.06743083599576,0.022350056999130175,[0.20555555555555555],[0.30666666666666664],[1],[0],[0],[1.5370860210023238],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
81,0,81,0,10,142.66334371599805,142.66334371599805,0.042914436002320144,[0.33],[0.4022222222222222],[1],[0],[0],[1.1306235759984702],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
82,0,82,0,5,143.81396074499935,143.81396074499935,0.023038573999656364,[0.2866666666666667],[-0.38],[1],[0],[0],[1.6452709959994536],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
83,0,83,0,10,145.51932841599773,145.51932841599773,0.04290613299963297,[0.4888888888888889],[-0.10666666666666667],[1],[0],[0],[1.0417152820009505],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
84,0,84,0,5,146.5802540739969,146.5802540739969,0.02335898699675454,[-0.1111111111111111],[0.47444444444444445],[1],[0],[0],[2.4783988920025877],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
85,0,85,0,10,149.1185069839994,149.1185069839994,0.042698177996499,[0.08],[0.2577777777777778],[1],[0],[0],[0.9405834380013403],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
86,0,86,0,10,150.10989107599744,150.10989107599744,0.04347571199468803,[-0.14444444444444443],[-0.09],[1],[0],[0],[1.957511455999338],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
87,0,87,0,10,152.11695642599807,152.11695642599807,0.04151879600249231,[0.03888888888888889],[0.3933333333333333],[1],[0],[0],[1.224285381998925],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
88,0,88,0,10,153.39085212599457,153.39085212599457,0.042894090001937,[0.06777777777777778],[-0.005555555555555556],[1],[0],[0],[1.173103817003721],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
89,0,89,0,5,154.58240079699317,154.58240079699317,0.02335044400388142,[-0.0022222222222222222],[-0.18888888888888888],[1],[0],[0],[1.6410721969950828],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
90,0,90,0,5,156.26031690099626,156.26031690099626,0.02252816699910909,[0.2288888888888889],[-0.33666666666666667],[1],[0],[0],[1.1002017649952904],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
91,0,91,0,10,157.41218521299743,157.41218521299743,0.042586015006236266,[0.48333333333333334],[-0.35333333333333333],[1],[0],[0],[1.7601640979992226],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
92,0,92,0,10,159.22538248699857,159.22538248699857,0.04206719500507461,[0.47555555555555556],[0.006666666666666667],[1],[0],[0],[1.2050559790004627],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
93,0,93,0,10,160.47152674599783,160.47152674599783,0.0423468149965629,[0.4588888888888889],[-0.35333333333333333],[1],[0],[0],[1.4593767680053134],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
94,0,94,0,10,162.0034676629948,162.0034676629948,0.05515335100062657,"[-0.4777777777777778, -0.45222222222222225]","[-0.4888888888888889, -0.4688888888888889]","[1, 1]","[0, 0]","[0, 0]","[2.0261300620040856, 2.66555197800335]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
95,0,95,0,5,164.68765303199325,164.68765303199325,0.02334970900119515,[-0.1],[-0.07888888888888888],[1],[0],[0],[1.0621405159981805],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
96,0,96,0,5,165.77903552899807,165.77903552899807,0.023212574997160118,[-0.16666666666666666],[0.22333333333333333],[1],[0],[0],[0.9019284950045403],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
97,0,97,0,10,166.74490269199305,166.74490269199305,0.050325730997428764,[0.3],[-0.07],[1],[0],[0],[1.3811158480020822],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
98,0,98,0,10,168.17691069499415,168.17691069499415,0.04258007000316866,[-0.07666666666666666],[0.05],[1],[0],[0],[1.0680325989960693],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
99,0,99,0,10,169.28973248199327,169.28973248199327,0.0436549859950901,[-0.12666666666666668],[0.008888888888888889],[1],[0],[0],[0.9421806589962216],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
100,0,100,0,10,170.27935022999736,170.27935022999736,0.043357998998544645,[-0.22],[-0.44555555555555554],[1],[0],[0],[2.373057862998394],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
101,0,101,0,5,172.67868159299542,172.67868159299542,0.02421989200229291,[-0.2577777777777778],[0.28555555555555556],[1],[0],[0],[1.776986481003405],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
102,0,102,0,10,174.51416531299765,174.51416531299765,0.04556136699829949,"[-0.3011111111111111, -0.33666666666666667]","[-0.36333333333333334, -0.36333333333333334]","[1, 1]","[0, 0]","[0, 0]","[1.9192258569964906, 2.626740339001117]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
103,0,103,0,10,177.19308994399762,177.19308994399762,0.04260441900260048,[0.09111111111111111],[-0.3466666666666667],[1],[0],[0],[1.597674199998437],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
104,0,104,0,5,178.80992425299337,178.80992425299337,0.022323263001453597,"[-0.35444444444444445, -0.3488888888888889]","[0.2311111111111111, 0.21]","[1, 1]","[0, 0]","[0, 0]","[1.2479919800025527, 1.8952031540029566]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
105,0,105,0,5,180.73357777699857,180.73357777699857,0.02314408799429657,[-0.21777777777777776],[0.2288888888888889],[1],[0],[0],[1.4765805049974006],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
106,0,106,0,5,182.2407824269976,182.2407824269976,0.02329239499522373,[-0.48],[0.31444444444444447],[1],[0],[0],[1.0638928580010543],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
107,0,107,0,10,183.36110959999496,183.36110959999496,0.04384438599663554,[-0.1288888888888889],[-0.47],[1],[0],[0],[2.725673166998604],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
108,0,108,0,5,186.11609812199458,186.11609812199458,0.023085084998456296,[0.27555555555555555],[0.008888888888888889],[1],[0],[0],[1.7206945090001682],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
109,0,109,0,5,187.86002202699456,187.86002202699456,0.02263742499781074,[0.10555555555555556],[0.4722222222222222],[1],[0],[0],[1.395327214995632],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
110,0,110,0,10,189.31558725899959,189.31558725899959,0.041879237003740855,[-0.2511111111111111],[0.2911111111111111],[1],[0],[0],[0.8683690190009656],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
111,0,111,0,5,190.20203901700006,190.20203901700006,0.022964064999541733,[0.11222222222222222],[0.47],[1],[0],[0],[0.8679714929967304],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
112,0,112,0,10,191.12737560999813,191.12737560999813,0.04351021100592334,[-0.021111111111111112],[0.04111111111111111],[1],[0],[0],[1.890258879000612],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
113,0,113,0,10,193.0660438949999,193.0660438949999,0.04284578400256578,[-0.2833333333333333],[-0.1411111111111111],[1],[0],[0],[1.6054655740008457],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
114,0,114,0,5,194.69558915299422,194.69558915299422,0.02385865199903492,[-0.07666666666666666],[0.08333333333333333],[1],[0],[0],[0.9711139749997528],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
115,0,115,0,10,195.72145395400003,195.72145395400003,0.04374816599738551,[0.028888888888888888],[0.03111111111111111],[1],[0],[0],[0.9721176599996397],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
116,0,116,0,5,196.71660695399623,196.71660695399623,0.022649360995274037,[-0.3333333333333333],[0.022222222222222223],[1],[0],[0],[1.4122790539986454],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
117,0,117,0,5,198.15823787599948,198.15823787599948,0.023365739005384967,"[0.38666666666666666, 0.42]","[0.0077777777777777776, -0.0033333333333333335]","[1, 1]","[0, 0]","[0, 0]","[1.7102579640049953, 2.4014292010033387]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
118,0,118,0,10,200.6240499589985,200.6240499589985,0.044721801998093724,[0.45666666666666667],[0.29],[1],[0],[0],[1.4027870279969648],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
119,0,119,0,10,202.07709303499723,202.07709303499723,0.04266908000136027,[0.10888888888888888],[-0.37777777777777777],[1],[0],[0],[1.9165993890055688],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
120,0,120,0,10,204.0357493499978,204.0357493499978,0.042003085000033025,[-0.3977777777777778],[-0.2388888888888889],[1],[0],[0],[1.488637649003067],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
121,0,121,0,10,205.57968504899327,205.57968504899327,0.042515253997407854,[0.15222222222222223],[-0.07111111111111111],[1],[0],[0],[1.4935925669997232],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
122,0,122,0,5,207.09248743299395,207.09248743299395,0.023744530997646507,[-0.31],[-0.1411111111111111],[1],[0],[0],[1.0434954349984764],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
123,0,123,0,5,208.16496620499674,208.16496620499674,0.022834348004835192,[-0.4711111111111111],[-0.35555555555555557],[1],[0],[0],[1.4824841679946985],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
124,0,124,0,5,209.67593879199558,209.67593879199558,0.022252385002502706,[-0.40444444444444444],[-0.23444444444444446],[1],[0],[0],[0.968164327001432],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
125,0,125,0,10,210.70642417399358,210.70642417399358,0.04323088599630864,[-0.2833333333333333],[0.23333333333333334],[1],[0],[0],[1.2183761799969943],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
126,0,126,0,10,211.96864108099544,211.96864108099544,0.042451641005754936,[-0.4711111111111111],[-0.16],[1],[0],[0],[0.9701437580006314],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
127,0,127,0,10,213.0151772159952,213.0151772159952,0.06091243699484039,[-0.43777777777777777],[0.23777777777777778],[1],[0],[0],[1.0042789189974428],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
128,0,128,0,10,214.065668833995,214.065668833995,0.04204348100029165,[-0.45],[-0.26222222222222225],[1],[0],[0],[1.292318215004343],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
129,0,129,0,10,215.402217250994,215.402217250994,0.0428165560006164,[0.02],[0.13555555555555557],[1],[0],[0],[1.766197753000597],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
130,0,130,0,5,217.1928676979951,217.1928676979951,0.02355007799633313,[0.38666666666666666],[0.027777777777777776],[1],[0],[0],[1.6252583960012998],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
131,0,131,0,10,218.88078934799705,218.88078934799705,0.04389214199909475,"[0.20555555555555555, 0.22555555555555556]","[0.2388888888888889, 0.2388888888888889]","[1, 1]","[0, 0]","[0, 0]","[1.7795318420030526, 2.411979604003136]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
132,0,132,0,5,221.3119100249969,221.3119100249969,0.023805830998753663,[0.03777777777777778],[0.3377777777777778],[1],[0],[0],[1.8030352920031874],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
133,0,133,0,5,223.16227685599733,223.16227685599733,0.0337944159982726,[0.3622222222222222],[0.3333333333333333],[1],[0],[0],[1.2459207989959395],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
134,0,134,0,10,224.45890191099897,224.45890191099897,0.042401637001603376,[-0.12555555555555556],[-0.3477777777777778],[1],[0],[0],[2.3312075160065433],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
135,0,135,0,5,226.81371606599714,226.81371606599714,0.0235353349999059,[0.07444444444444444],[0.31444444444444447],[1],[0],[0],[1.6552872709944495],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
136,0,136,0,10,228.52641264599515,228.52641264599515,0.04393936900305562,"[-0.3211111111111111, -0.3277777777777778]","[0.11333333333333333, 0.09333333333333334]","[1, 1]","[0, 0]","[0, 0]","[1.2686605429989868, 1.825504867003474]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
137,0,137,0,5,230.37770587599516,230.37770587599516,0.025889031996484846,"[-0.49777777777777776, -0.48444444444444446]","[0.3488888888888889, 0.35333333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.0424286010020296, 2.820114599002409]",['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
138,0,138,0,5,233.23248421699827,233.23248421699827,0.02753653399850009,[0.3988888888888889],[-0.09555555555555556],[1],[0],[0],[2.444725719993585],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
139,0,139,0,10,235.73260222499812,235.73260222499812,0.043711890997656155,[-0.006666666666666667],[0.26666666666666666],[1],[0],[0],[1.7664360979979392],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
140,0,140,0,5,237.52215078699373,237.52215078699373,0.023051191004924476,[-0.1988888888888889],[-0.46444444444444444],[1],[0],[0],[1.7591338269994594],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
141,0,141,0,10,239.34216766600002,239.34216766600002,0.04332639100175584,[0.1388888888888889],[0.47],[1],[0],[0],[1.4577822380015277],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
142,0,142,0,10,240.84843882199493,240.84843882199493,0.04204753900557989,[-0.30444444444444446],[-0.14666666666666667],[1],[0],[0],[2.520095384999877],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
143,0,143,0,10,243.42194698399544,243.42194698399544,0.043408844001533,[-0.2911111111111111],[0.3333333333333333],[1],[0],[0],[1.3300620390000404],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
144,0,144,0,10,244.79217479199724,244.79217479199724,0.04293375700217439,[0.058888888888888886],[0.024444444444444446],[1],[0],[0],[2.5696546399994986],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
145,0,145,0,10,247.41820906099747,247.41820906099747,0.04374593999818899,[-0.12],[-0.18555555555555556],[1],[0],[0],[3.3305390930036083],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
146,0,146,0,5,250.76823027299542,250.76823027299542,0.023855804996856023,[-0.14666666666666667],[-0.26555555555555554],[1],[0],[0],[1.0526784360044985],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
147,0,147,0,5,251.85102562599786,251.85102562599786,0.023425086998031475,[0.46444444444444444],[0.37333333333333335],[1],[0],[0],[1.3535477030018228],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
148,0,148,0,10,253.2718953769945,253.2718953769945,0.047301196995249484,[0.48333333333333334],[-0.06777777777777778],[1],[0],[0],[1.7860366759996396],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
149,0,149,0,5,255.07415273699735,255.07415273699735,0.022895588997926097,[0.41555555555555557],[-0.36777777777777776],[1],[0],[0],[2.2792937449994497],['Target'],395590,001,2023-09-26_16h05.29.731,Visual Search_15 September,2023.1.3,None,
