trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,number of distractors,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
52,0,52,0,10,141.48661579203326,0.025870666024275124,"[0.4922222222222222, 0.4666666666666667]","[-0.03222222222222222, -0.006666666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.10100100003182888, 2.1006114169722423]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
53,0,53,0,10,143.61648362502456,0.02594774996396154,[0.2222222222222222],[-0.14333333333333334],[1],[0],[0],[2.4705172500107437],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
54,0,54,0,10,146.11633991706185,0.02594304201193154,[0.2644444444444444],[0.30333333333333334],[1],[0],[0],[2.5428122089942917],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
55,0,55,0,5,148.67282283399254,0.013767124968580902,"[0.2644444444444444, 0.19111111111111112]","[0.30333333333333334, 0.39222222222222225]","[1, 1]","[0, 0]","[0, 0]","[0.1136745410040021, 2.221864708000794]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
56,0,56,0,10,150.92751325003337,0.025772084016352892,[0.11777777777777777],[0.47555555555555556],[1],[0],[0],[2.109400958986953],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
57,0,57,0,10,153.06658137508202,0.0259882080135867,"[0.11777777777777777, 0.44555555555555554]","[0.47555555555555556, -0.4855555555555556]","[1, 1]","[0, 0]","[0, 0]","[0.11831979197449982, 3.043012792011723]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
58,0,58,0,5,156.12350429198705,0.013899499899707735,[-0.4822222222222222],[-0.057777777777777775],[1],[0],[0],[3.054774667019956],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
59,0,59,0,5,159.19524849997833,0.013660916942171752,[-0.39222222222222225],[0.05],[1],[0],[0],[1.2358223750488833],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
60,0,60,0,5,160.4482232920127,0.013614083058200777,[0.47555555555555556],[-0.07333333333333333],[1],[0],[0],[2.163438000017777],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
61,0,61,0,5,162.62863104208373,0.013564415974542499,"[-0.37222222222222223, -0.3322222222222222]","[0.06, 0.06]","[1, 1]","[0, 0]","[0, 0]","[1.865036458009854, 2.7650073749246076]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
62,0,62,0,5,165.410824208986,0.013740875059738755,[0.16444444444444445],[0.0044444444444444444],[1],[0],[0],[1.9493252499960363],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
63,0,63,0,10,167.39328200009186,0.025896416045725346,[-0.41],[-0.1811111111111111],[1],[0],[0],[2.4323298749513924],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
64,0,64,0,5,169.83921091700904,0.013836459023877978,[-0.43333333333333335],[-0.028888888888888888],[1],[0],[0],[2.439241582993418],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
65,0,65,0,10,172.31172695907298,0.025948958937078714,"[-0.43333333333333335, 0.1511111111111111]","[-0.028888888888888888, 0.3466666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.13175095792394131, 2.890047875000164]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
66,0,66,0,5,175.21532929199748,0.013860958046279848,[-0.3466666666666667],[0.15444444444444444],[1],[0],[0],[1.6216510829981416],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
67,0,67,0,5,176.85410145903006,0.013731207931414247,[-0.2288888888888889],[0.06333333333333334],[1],[0],[0],[1.3332788749830797],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
68,0,68,0,10,178.22037362505216,0.02548145898617804,"[-0.2288888888888889, 0.4388888888888889]","[0.06333333333333334, 0.01888888888888889]","[1, 1]","[0, 0]","[0, 0]","[0.1397205829853192, 2.317994665936567]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
69,0,69,0,10,180.5678188339807,0.026059750001877546,"[0.4388888888888889, 0.022222222222222223]","[0.01888888888888889, 0.31222222222222223]","[1, 1]","[0, 0]","[0, 0]","[0.13088304200209677, 3.7968880829866976]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
70,0,70,0,5,184.37825041706674,0.013917500036768615,[-0.1922222222222222],[-0.20333333333333334],[1],[0],[0],[1.8928785829339176],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
71,0,71,0,5,186.28830616699997,0.013782541966065764,"[-0.1922222222222222, 0.4533333333333333]","[-0.20333333333333334, 0.2922222222222222]","[1, 1]","[0, 0]","[0, 0]","[0.11586949997581542, 1.898621542030014]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
72,0,72,0,10,188.22026429208927,0.02614516601897776,"[0.4533333333333333, 0.16111111111111112]","[0.2922222222222222, 0.43222222222222223]","[1, 1]","[0, 0]","[0, 0]","[0.11462354206014425, 1.6451842091046274]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
73,0,73,0,10,189.89491062506568,0.02555525000207126,"[0.16111111111111112, 0.39]","[0.43222222222222223, -0.39222222222222225]","[1, 1]","[0, 0]","[0, 0]","[0.11972370790317655, 2.732037082896568]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
74,0,74,0,10,192.656213750015,0.025924708927050233,"[-0.2544444444444444, -0.2588888888888889]","[-0.3988888888888889, -0.42777777777777776]","[1, 1]","[0, 0]","[0, 0]","[1.891822624951601, 2.716725750011392]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
75,0,75,0,10,195.40305366704706,0.026183416019193828,"[-0.2588888888888889, 0.15666666666666668]","[-0.42777777777777776, -0.43222222222222223]","[1, 1]","[0, 0]","[0, 0]","[0.1190701249288395, 2.319443790940568]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
76,0,76,0,5,197.73597275000066,0.013732624938711524,[0.31555555555555553],[0.10555555555555556],[1],[0],[0],[1.5851129159564152],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
77,0,77,0,10,199.3536839170847,0.025965541950426996,"[0.31555555555555553, 0.5]","[0.10555555555555556, -0.32]","[1, 1]","[0, 0]","[0, 0]","[0.13165845803450793, 3.0348455000203103]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
78,0,78,0,5,202.4027327920776,0.013835957972332835,[0.13111111111111112],[0.2411111111111111],[1],[0],[0],[1.3188362079672515],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
79,0,79,0,5,203.73881179199088,0.013764500035904348,"[0.13111111111111112, -0.03]","[0.2411111111111111, 0.3466666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.1892980410484597, 2.7269022499676794]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
80,0,80,0,5,206.48297070898116,0.013925874955020845,[-0.07666666666666666],[0.18888888888888888],[1],[0],[0],[1.646314917015843],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
81,0,81,0,10,208.16196570906322,0.025766875012777746,"[-0.07666666666666666, -0.05444444444444444, -0.06]","[0.18888888888888888, -0.3322222222222222, -0.3566666666666667]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.11942104098852724, 2.732184874941595, 3.6820771660422906]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
82,0,82,0,5,211.85805516701657,0.013844000059179962,[-0.4033333333333333],[-0.3211111111111111],[1],[0],[0],[2.7129676670301706],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
83,0,83,0,5,214.5883017090382,0.013935416005551815,"[-0.4033333333333333, 0.12444444444444444]","[-0.3211111111111111, 0.44666666666666666]","[1, 1]","[0, 0]","[0, 0]","[0.20622374990489334, 2.100023041944951]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
84,0,84,0,5,216.70572800002992,0.013640375109389424,"[-0.26555555555555554, -0.26555555555555554, -0.24444444444444444]","[-0.2544444444444444, -0.2544444444444444, -0.2588888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.9223355420399457, 2.088998791994527, 2.865151625010185]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
85,0,85,0,10,219.6041729170829,0.025877707987092435,[-0.29555555555555557],[0.12222222222222222],[1],[0],[0],[1.6732560829259455],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
86,0,86,0,5,221.29093908402137,0.013687666971236467,"[-0.29555555555555557, -0.12444444444444444, -0.11555555555555555]","[0.12222222222222222, 0.18444444444444444, 0.1988888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.13881512498483062, 2.3041708749951795, 3.546945709036663]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
87,0,87,0,5,224.8549705420155,0.013685957994312048,[-0.12333333333333334],[0.28888888888888886],[1],[0],[0],[1.333486708928831],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
88,0,88,0,10,226.22150733403396,0.02568412502296269,"[-0.12333333333333334, 0.33]","[0.28888888888888886, 0.23444444444444446]","[1, 1]","[0, 0]","[0, 0]","[0.11484499997459352, 1.9852489999029785]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
89,0,89,0,10,228.23539875005372,0.02591824997216463,[0.12666666666666668],[0.4222222222222222],[1],[0],[0],[3.1973623340018094],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
90,0,90,0,10,231.46307720907498,0.02612116700038314,"[0.12666666666666668, 0.2011111111111111]","[0.4222222222222222, -0.3211111111111111]","[1, 1]","[0, 0]","[0, 0]","[0.11463608406484127, 2.990182875073515]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
91,0,91,0,10,234.4828815420624,0.02604479098226875,[0.2011111111111111],[0.42333333333333334],[1],[0],[0],[1.8703004999551922],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
92,0,92,0,5,236.36675129202195,0.013650209060870111,[-0.26555555555555554],[-0.14444444444444443],[1],[0],[0],[1.562024625018239],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
93,0,93,0,5,237.94556045904756,0.013684125035069883,"[-0.26555555555555554, -0.06888888888888889]","[-0.14444444444444443, -0.41444444444444445]","[1, 1]","[0, 0]","[0, 0]","[0.1368167499313131, 1.8928931249538437]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
94,0,94,0,10,239.87238237506244,0.02645012503489852,"[-0.06888888888888889, -0.34]","[-0.41444444444444445, -0.21444444444444444]","[1, 1]","[0, 0]","[0, 0]","[0.11438166594598442, 2.231182040995918]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
95,0,95,0,10,242.13271100004204,0.02619583299383521,"[-0.3388888888888889, 0.18333333333333332]","[-0.21444444444444444, -0.2611111111111111]","[1, 1]","[0, 0]","[0, 0]","[0.17819095903541893, 1.9730237090261653]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
96,0,96,0,5,244.11995204200502,0.013731125043705106,"[0.18333333333333332, -0.36]","[-0.2611111111111111, -0.044444444444444446]","[1, 1]","[0, 0]","[0, 0]","[0.3422456670086831, 1.418417957960628]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
97,0,97,0,10,245.57113287504762,0.02572895900812,"[-0.36, 0.15333333333333332]","[-0.044444444444444446, 0.03777777777777778]","[1, 1]","[0, 0]","[0, 0]","[0.1285972079494968, 1.7853448749519885]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
98,0,98,0,10,247.38602137507405,0.02591041591949761,[0.4111111111111111],[0.2733333333333333],[1],[0],[0],[2.1919823749922216],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
99,0,99,0,5,249.5915150840301,0.013625749968923628,[-0.08888888888888889],[0.29777777777777775],[1],[0],[0],[2.154110417002812],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
100,0,100,0,10,251.7786355840508,0.02600487507879734,[0.04111111111111111],[-0.47],[1],[0],[0],[2.3611790420254692],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
101,0,101,0,10,254.16949275007937,0.025912666926160455,"[0.04111111111111111, -0.45444444444444443, -0.11444444444444445]","[-0.47, 0.47444444444444445, 0.38222222222222224]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.13426195899955928, 3.859239084064029, 5.57552316703368]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
102,0,102,0,5,259.7586115000304,0.013824041932821274,[0.18888888888888888],[-0.09888888888888889],[1],[0],[0],[2.737315124948509],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
103,0,103,0,10,262.52885754208546,0.025956750032491982,"[0.18888888888888888, 0.21666666666666667]","[-0.09888888888888889, -0.19333333333333333]","[1, 1]","[0, 0]","[0, 0]","[0.1441788749070838, 2.216165291960351]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
104,0,104,0,5,264.75914125004783,0.014317541965283453,[0.03111111111111111],[0.19],[1],[0],[0],[1.6198870000662282],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
105,0,105,0,10,266.41226108407136,0.025938750011846423,[-0.14],[-0.4],[1],[0],[0],[2.0661117079434916],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
106,0,106,0,10,268.5077454589773,0.025713958078995347,[-0.11555555555555555],[-0.1988888888888889],[1],[0],[0],[1.2541878749616444],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
107,0,107,0,10,269.7909701250028,0.02576112502720207,"[-0.11555555555555555, -0.06111111111111111, -0.06111111111111111, -0.035555555555555556]","[-0.1988888888888889, 0.3977777777777778, 0.3977777777777778, 0.3977777777777778]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.11590383399743587, 2.9099589170655236, 3.0542335000354797, 3.4496501251123846]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
108,0,108,0,5,273.2539342920063,0.013865833054296672,"[0.18444444444444444, 0.18333333333333332]","[0.42777777777777776, 0.42777777777777776]","[1, 1]","[0, 0]","[0, 0]","[1.3093744579236954, 1.8687007079133764]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
109,0,109,0,10,275.15550758398604,0.02592191705480218,[0.4077777777777778],[-0.07222222222222222],[1],[0],[0],[2.9057653750060126],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
110,0,110,0,10,278.09154829208273,0.026001291000284255,[-0.044444444444444446],[0.19555555555555557],[1],[0],[0],[1.5544592500664294],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
111,0,111,0,5,279.6588420420885,0.013845250010490417,[0.3],[-0.4088888888888889],[1],[0],[0],[2.703226958983578],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
112,0,112,0,5,282.37965891708154,0.014034250052645802,[0.29333333333333333],[0.2688888888888889],[1],[0],[0],[1.4263012920273468],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
113,0,113,0,5,283.8233900000341,0.013798875035718083,[0.4866666666666667],[-0.09666666666666666],[1],[0],[0],[2.1161173339933157],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
114,0,114,0,10,285.9725392500404,0.025885040988214314,[0.03666666666666667],[0.03333333333333333],[1],[0],[0],[1.389667334035039],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
115,0,115,0,5,287.3759296250064,0.013766792020760477,[-0.07],[-0.27555555555555555],[1],[0],[0],[1.3868420419748873],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
116,0,116,0,10,288.79500737506896,0.02547545894049108,[0.35888888888888887],[-0.035555555555555556],[1],[0],[0],[1.050152083975263],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
117,0,117,0,10,289.87493620906025,0.026191083015874028,[-0.3433333333333333],[0.3411111111111111],[1],[0],[0],[1.5648527500452474],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
118,0,118,0,5,291.4533520840341,0.01369166700169444,[0.30666666666666664],[0.06222222222222222],[1],[0],[0],[2.8870051249396056],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
119,0,119,0,10,294.3734744170215,0.02593458304181695,[-0.18333333333333332],[0.2388888888888889],[1],[0],[0],[1.2972487499937415],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
120,0,120,0,10,295.70035308401566,0.0259732500417158,"[0.30444444444444446, 0.30666666666666664]","[0.3333333333333333, 0.3711111111111111]","[1, 1]","[0, 0]","[0, 0]","[2.295111666084267, 3.0293601660523564]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
121,0,121,0,5,298.7433448340744,0.01381079200655222,[-0.057777777777777775],[-0.27444444444444444],[1],[0],[0],[1.9028330829460174],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
122,0,122,0,5,300.66344450006727,0.013751249993219972,[0.21777777777777776],[0.4077777777777778],[1],[0],[0],[1.5201621250016615],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
123,0,123,0,10,302.21728112502024,0.02598616702016443,[0.006666666666666667],[-0.05444444444444444],[1],[0],[0],[2.2207819999894127],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
124,0,124,0,10,304.4674342920771,0.02596441691275686,[-0.4666666666666667],[0.13666666666666666],[1],[0],[0],[1.5289230829803273],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
125,0,125,0,10,306.0254009590717,0.025782875018194318,"[-0.011111111111111112, 0.3011111111111111]","[-0.022222222222222223, -0.025555555555555557]","[1, 1]","[0, 0]","[0, 0]","[2.0323608339531347, 3.732395833940245]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
126,0,126,0,5,309.77144766703714,0.013797416002489626,[0.11555555555555555],[-0.3433333333333333],[1],[0],[0],[1.3082143749343231],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
127,0,127,0,10,311.112605667091,0.025781292002648115,[-0.4477777777777778],[0.48],[1],[0],[0],[1.8787363329902291],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
128,0,128,0,5,313.0046106670052,0.013782125082798302,[-0.34],[-0.37444444444444447],[1],[0],[0],[2.918818000005558],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
129,0,129,0,10,315.95678029197734,0.025732417008839548,[0.33555555555555555],[0.06777777777777778],[1],[0],[0],[1.818037916906178],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
130,0,130,0,5,317.78832354198676,0.01388641691301018,"[-0.3433333333333333, -0.3411111111111111, -0.31555555555555553]","[0.27444444444444444, 0.27444444444444444, 0.2733333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.1431883330224082, 1.5915623330511153, 2.059479875024408]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
131,0,131,0,5,319.86495100008324,0.013547208975069225,"[0.39555555555555555, 0.41555555555555557]","[0.07888888888888888, 0.07888888888888888]","[1, 1]","[0, 0]","[0, 0]","[1.5592453330755234, 2.041638750000857]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
132,0,132,0,10,321.9402108750073,0.026320750010199845,[-0.33111111111111113],[-0.45222222222222225],[1],[0],[0],[2.014417416998185],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
133,0,133,0,10,323.9843739590142,0.0260970420204103,[0.15888888888888889],[-0.4722222222222222],[1],[0],[0],[1.7210595000069588],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
134,0,134,0,10,325.7345774170244,0.025883458089083433,[-0.36333333333333334],[-0.021111111111111112],[1],[0],[0],[1.5242038330761716],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
135,0,135,0,10,327.2883650420699,0.025795666966587305,[-0.021111111111111112],[0.1111111111111111],[1],[0],[0],[2.5506601249799132],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
136,0,136,0,10,329.868124834029,0.025876375031657517,[0.21666666666666667],[0.3622222222222222],[1],[0],[0],[1.9281782920006663],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
137,0,137,0,5,331.8104653750779,0.013876000070013106,[0.3211111111111111],[-0.2788888888888889],[0],[0],[0],[2.288709833053872],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
138,0,138,0,5,334.11604462505784,0.013572041061706841,[0.4922222222222222],[0.29888888888888887],[1],[0],[0],[1.8907692499924451],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
139,0,139,0,5,336.0244050420588,0.01389070798177272,[0.40444444444444444],[0.28],[1],[0],[0],[2.2579112919047475],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
140,0,140,0,5,338.2992127920734,0.01356329198461026,[0.31333333333333335],[0.2922222222222222],[1],[0],[0],[1.0912901659030467],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
141,0,141,0,5,339.40770741703454,0.013700583018362522,[-0.01],[0.21444444444444444],[1],[0],[0],[2.8579728750046343],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
142,0,142,0,5,342.2824105840409,0.013871000031940639,[0.21],[0.27666666666666667],[1],[0],[0],[2.547990540973842],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
143,0,143,0,5,344.8476828340208,0.013686042046174407,[-0.09333333333333334],[-0.1511111111111111],[1],[0],[0],[1.6494625830091536],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
144,0,144,0,5,346.51416695897933,0.013662624987773597,[-0.4533333333333333],[-0.08222222222222222],[1],[0],[0],[1.5843067499808967],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
145,0,145,0,5,348.11560154205654,0.01355108292773366,[0.14],[0.4011111111111111],[1],[0],[0],[1.45772704097908],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
146,0,146,0,5,349.5904977089958,0.013543582987040281,[0.07888888888888888],[0.24222222222222223],[1],[0],[0],[1.0666296660201624],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
147,0,147,0,5,350.6745299170725,0.013622958096675575,[-0.19],[-0.02],[1],[0],[0],[1.4562384999589995],['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
148,0,148,0,10,352.16367975005414,0.02586520800832659,"[0.5033333333333333, 0.48333333333333334]","[0.01888888888888889, 0.0044444444444444444]","[1, 1]","[0, 0]","[0, 0]","[3.908028083969839, 4.599903083988465]",['target'],Mey,001,2023-09-26_15h22.45.493,visual_search,2023.1.3,None,
